sample,participant,scenario,wz,obs_T,fut_T,t_anchor,t_min,t_max,n_seg_frames,n_gaze_rows,seg_dir,gaze_file,split
P11_S1_normal_WZ1_s0008,P11,S1_normal,1,10,25,1765560690.668,1765560688.868,1765560695.668,64,68,aligned\P11_S1_normal_WZ1_s0008\seg,aligned\P11_S1_normal_WZ1_s0008\gaze.csv,train
P11_S1_normal_WZ1_s0009,P11,S1_normal,1,10,25,1765560690.868,1765560689.068,1765560695.868,64,68,aligned\P11_S1_normal_WZ1_s0009\seg,aligned\P11_S1_normal_WZ1_s0009\gaze.csv,train
P11_S1_normal_WZ1_s0010,P11,S1_normal,1,10,25,1765560691.068,1765560689.268,1765560696.068,62,68,aligned\P11_S1_normal_WZ1_s0010\seg,aligned\P11_S1_normal_WZ1_s0010\gaze.csv,train
P11_S1_normal_WZ1_s0011,P11,S1_normal,1,10,25,1765560691.268,1765560689.468,1765560696.268,63,69,aligned\P11_S1_normal_WZ1_s0011\seg,aligned\P11_S1_normal_WZ1_s0011\gaze.csv,train
P11_S1_normal_WZ1_s0012,P11,S1_normal,1,10,25,1765560691.468,1765560689.668,1765560696.468,62,68,aligned\P11_S1_normal_WZ1_s0012\seg,aligned\P11_S1_normal_WZ1_s0012\gaze.csv,train
P11_S1_normal_WZ1_s0013,P11,S1_normal,1,10,25,1765560691.668,1765560689.868,1765560696.668,63,68,aligned\P11_S1_normal_WZ1_s0013\seg,aligned\P11_S1_normal_WZ1_s0013\gaze.csv,train
P11_S1_normal_WZ1_s0014,P11,S1_normal,1,10,25,1765560691.868,1765560690.068,1765560696.868,62,68,aligned\P11_S1_normal_WZ1_s0014\seg,aligned\P11_S1_normal_WZ1_s0014\gaze.csv,train
P11_S1_normal_WZ1_s0015,P11,S1_normal,1,10,25,1765560692.068,1765560690.268,1765560697.068,61,68,aligned\P11_S1_normal_WZ1_s0015\seg,aligned\P11_S1_normal_WZ1_s0015\gaze.csv,train
P11_S1_normal_WZ1_s0016,P11,S1_normal,1,10,25,1765560692.268,1765560690.468,1765560697.268,61,69,aligned\P11_S1_normal_WZ1_s0016\seg,aligned\P11_S1_normal_WZ1_s0016\gaze.csv,train
P11_S2_noWarning_WZ1_s0000,P11,S2_noWarning,1,10,25,1765560319.811,1765560318.011,1765560324.811,63,69,aligned\P11_S2_noWarning_WZ1_s0000\seg,aligned\P11_S2_noWarning_WZ1_s0000\gaze.csv,train
P11_S2_noWarning_WZ1_s0001,P11,S2_noWarning,1,10,25,1765560320.011,1765560318.211,1765560325.011,63,68,aligned\P11_S2_noWarning_WZ1_s0001\seg,aligned\P11_S2_noWarning_WZ1_s0001\gaze.csv,train
P11_S2_noWarning_WZ1_s0002,P11,S2_noWarning,1,10,25,1765560320.211,1765560318.411,1765560325.211,63,69,aligned\P11_S2_noWarning_WZ1_s0002\seg,aligned\P11_S2_noWarning_WZ1_s0002\gaze.csv,train
P11_S2_noWarning_WZ1_s0003,P11,S2_noWarning,1,10,25,1765560320.411,1765560318.611,1765560325.411,63,69,aligned\P11_S2_noWarning_WZ1_s0003\seg,aligned\P11_S2_noWarning_WZ1_s0003\gaze.csv,train
P11_S2_noWarning_WZ1_s0004,P11,S2_noWarning,1,10,25,1765560320.611,1765560318.811,1765560325.611,63,68,aligned\P11_S2_noWarning_WZ1_s0004\seg,aligned\P11_S2_noWarning_WZ1_s0004\gaze.csv,train
P11_S2_noWarning_WZ1_s0005,P11,S2_noWarning,1,10,25,1765560320.811,1765560319.011,1765560325.811,63,69,aligned\P11_S2_noWarning_WZ1_s0005\seg,aligned\P11_S2_noWarning_WZ1_s0005\gaze.csv,train
P11_S2_noWarning_WZ1_s0006,P11,S2_noWarning,1,10,25,1765560321.011,1765560319.211,1765560326.011,64,68,aligned\P11_S2_noWarning_WZ1_s0006\seg,aligned\P11_S2_noWarning_WZ1_s0006\gaze.csv,train
P11_S2_noWarning_WZ1_s0007,P11,S2_noWarning,1,10,25,1765560321.211,1765560319.411,1765560326.211,64,68,aligned\P11_S2_noWarning_WZ1_s0007\seg,aligned\P11_S2_noWarning_WZ1_s0007\gaze.csv,train
P11_S2_noWarning_WZ1_s0008,P11,S2_noWarning,1,10,25,1765560321.411,1765560319.611,1765560326.411,63,68,aligned\P11_S2_noWarning_WZ1_s0008\seg,aligned\P11_S2_noWarning_WZ1_s0008\gaze.csv,train
P11_S2_noWarning_WZ1_s0009,P11,S2_noWarning,1,10,25,1765560321.611,1765560319.811,1765560326.611,64,69,aligned\P11_S2_noWarning_WZ1_s0009\seg,aligned\P11_S2_noWarning_WZ1_s0009\gaze.csv,train
P11_S2_noWarning_WZ1_s0010,P11,S2_noWarning,1,10,25,1765560321.811,1765560320.011,1765560326.811,64,68,aligned\P11_S2_noWarning_WZ1_s0010\seg,aligned\P11_S2_noWarning_WZ1_s0010\gaze.csv,train
P11_S2_noWarning_WZ1_s0011,P11,S2_noWarning,1,10,25,1765560322.011,1765560320.211,1765560327.011,64,68,aligned\P11_S2_noWarning_WZ1_s0011\seg,aligned\P11_S2_noWarning_WZ1_s0011\gaze.csv,train
P11_S2_noWarning_WZ1_s0012,P11,S2_noWarning,1,10,25,1765560322.211,1765560320.411,1765560327.211,63,69,aligned\P11_S2_noWarning_WZ1_s0012\seg,aligned\P11_S2_noWarning_WZ1_s0012\gaze.csv,train
P11_S2_noWarning_WZ1_s0013,P11,S2_noWarning,1,10,25,1765560322.411,1765560320.611,1765560327.411,64,69,aligned\P11_S2_noWarning_WZ1_s0013\seg,aligned\P11_S2_noWarning_WZ1_s0013\gaze.csv,train
P11_S2_noWarning_WZ1_s0014,P11,S2_noWarning,1,10,25,1765560322.611,1765560320.811,1765560327.611,63,68,aligned\P11_S2_noWarning_WZ1_s0014\seg,aligned\P11_S2_noWarning_WZ1_s0014\gaze.csv,train
P11_S2_noWarning_WZ1_s0015,P11,S2_noWarning,1,10,25,1765560322.811,1765560321.011,1765560327.811,64,68,aligned\P11_S2_noWarning_WZ1_s0015\seg,aligned\P11_S2_noWarning_WZ1_s0015\gaze.csv,train
P11_S2_noWarning_WZ1_s0016,P11,S2_noWarning,1,10,25,1765560323.011,1765560321.211,1765560328.011,64,68,aligned\P11_S2_noWarning_WZ1_s0016\seg,aligned\P11_S2_noWarning_WZ1_s0016\gaze.csv,train
P11_S2_noWarning_WZ1_s0017,P11,S2_noWarning,1,10,25,1765560323.211,1765560321.411,1765560328.211,64,68,aligned\P11_S2_noWarning_WZ1_s0017\seg,aligned\P11_S2_noWarning_WZ1_s0017\gaze.csv,train
P11_S2_noWarning_WZ1_s0018,P11,S2_noWarning,1,10,25,1765560323.411,1765560321.611,1765560328.411,64,69,aligned\P11_S2_noWarning_WZ1_s0018\seg,aligned\P11_S2_noWarning_WZ1_s0018\gaze.csv,train
P11_S2_noWarning_WZ1_s0019,P11,S2_noWarning,1,10,25,1765560323.611,1765560321.811,1765560328.611,64,69,aligned\P11_S2_noWarning_WZ1_s0019\seg,aligned\P11_S2_noWarning_WZ1_s0019\gaze.csv,train
P11_S2_noWarning_WZ1_s0020,P11,S2_noWarning,1,10,25,1765560323.811,1765560322.011,1765560328.811,64,68,aligned\P11_S2_noWarning_WZ1_s0020\seg,aligned\P11_S2_noWarning_WZ1_s0020\gaze.csv,train
P11_S2_noWarning_WZ1_s0021,P11,S2_noWarning,1,10,25,1765560324.011,1765560322.211,1765560329.011,64,68,aligned\P11_S2_noWarning_WZ1_s0021\seg,aligned\P11_S2_noWarning_WZ1_s0021\gaze.csv,train
P11_S2_noWarning_WZ1_s0022,P11,S2_noWarning,1,10,25,1765560324.211,1765560322.411,1765560329.211,64,69,aligned\P11_S2_noWarning_WZ1_s0022\seg,aligned\P11_S2_noWarning_WZ1_s0022\gaze.csv,train
P11_S2_noWarning_WZ1_s0023,P11,S2_noWarning,1,10,25,1765560324.411,1765560322.611,1765560329.411,64,68,aligned\P11_S2_noWarning_WZ1_s0023\seg,aligned\P11_S2_noWarning_WZ1_s0023\gaze.csv,train
P11_S2_noWarning_WZ1_s0024,P11,S2_noWarning,1,10,25,1765560324.611,1765560322.811,1765560329.611,65,68,aligned\P11_S2_noWarning_WZ1_s0024\seg,aligned\P11_S2_noWarning_WZ1_s0024\gaze.csv,train
P11_S2_noWarning_WZ1_s0025,P11,S2_noWarning,1,10,25,1765560324.811,1765560323.011,1765560329.811,65,69,aligned\P11_S2_noWarning_WZ1_s0025\seg,aligned\P11_S2_noWarning_WZ1_s0025\gaze.csv,train
P11_S2_noWarning_WZ1_s0026,P11,S2_noWarning,1,10,25,1765560325.011,1765560323.211,1765560330.011,65,68,aligned\P11_S2_noWarning_WZ1_s0026\seg,aligned\P11_S2_noWarning_WZ1_s0026\gaze.csv,train
P11_S2_noWarning_WZ1_s0027,P11,S2_noWarning,1,10,25,1765560325.211,1765560323.411,1765560330.211,65,69,aligned\P11_S2_noWarning_WZ1_s0027\seg,aligned\P11_S2_noWarning_WZ1_s0027\gaze.csv,train
P11_S2_noWarning_WZ1_s0028,P11,S2_noWarning,1,10,25,1765560325.411,1765560323.611,1765560330.411,65,69,aligned\P11_S2_noWarning_WZ1_s0028\seg,aligned\P11_S2_noWarning_WZ1_s0028\gaze.csv,train
P11_S2_noWarning_WZ1_s0029,P11,S2_noWarning,1,10,25,1765560325.611,1765560323.811,1765560330.611,65,69,aligned\P11_S2_noWarning_WZ1_s0029\seg,aligned\P11_S2_noWarning_WZ1_s0029\gaze.csv,train
P11_S2_noWarning_WZ1_s0030,P11,S2_noWarning,1,10,25,1765560325.811,1765560324.011,1765560330.811,65,68,aligned\P11_S2_noWarning_WZ1_s0030\seg,aligned\P11_S2_noWarning_WZ1_s0030\gaze.csv,train
P11_S2_noWarning_WZ1_s0031,P11,S2_noWarning,1,10,25,1765560326.011,1765560324.211,1765560331.011,64,68,aligned\P11_S2_noWarning_WZ1_s0031\seg,aligned\P11_S2_noWarning_WZ1_s0031\gaze.csv,train
P11_S2_noWarning_WZ1_s0032,P11,S2_noWarning,1,10,25,1765560326.211,1765560324.411,1765560331.211,64,69,aligned\P11_S2_noWarning_WZ1_s0032\seg,aligned\P11_S2_noWarning_WZ1_s0032\gaze.csv,train
P11_S2_noWarning_WZ1_s0033,P11,S2_noWarning,1,10,25,1765560326.411,1765560324.611,1765560331.411,65,68,aligned\P11_S2_noWarning_WZ1_s0033\seg,aligned\P11_S2_noWarning_WZ1_s0033\gaze.csv,train
P11_S2_noWarning_WZ1_s0034,P11,S2_noWarning,1,10,25,1765560326.611,1765560324.811,1765560331.611,66,68,aligned\P11_S2_noWarning_WZ1_s0034\seg,aligned\P11_S2_noWarning_WZ1_s0034\gaze.csv,train
P11_S2_noWarning_WZ1_s0035,P11,S2_noWarning,1,10,25,1765560326.811,1765560325.011,1765560331.811,66,69,aligned\P11_S2_noWarning_WZ1_s0035\seg,aligned\P11_S2_noWarning_WZ1_s0035\gaze.csv,train
P11_S2_noWarning_WZ1_s0036,P11,S2_noWarning,1,10,25,1765560327.011,1765560325.211,1765560332.011,66,68,aligned\P11_S2_noWarning_WZ1_s0036\seg,aligned\P11_S2_noWarning_WZ1_s0036\gaze.csv,train
P11_S3_rainy_WZ1_s0000,P11,S3_rainy,1,10,25,1765561137.08,1765561135.28,1765561142.08,61,69,aligned\P11_S3_rainy_WZ1_s0000\seg,aligned\P11_S3_rainy_WZ1_s0000\gaze.csv,train
P11_S3_rainy_WZ1_s0001,P11,S3_rainy,1,10,25,1765561137.28,1765561135.48,1765561142.28,61,68,aligned\P11_S3_rainy_WZ1_s0001\seg,aligned\P11_S3_rainy_WZ1_s0001\gaze.csv,train
P11_S3_rainy_WZ1_s0002,P11,S3_rainy,1,10,25,1765561137.48,1765561135.68,1765561142.48,61,69,aligned\P11_S3_rainy_WZ1_s0002\seg,aligned\P11_S3_rainy_WZ1_s0002\gaze.csv,train
P11_S3_rainy_WZ1_s0003,P11,S3_rainy,1,10,25,1765561137.68,1765561135.88,1765561142.68,62,69,aligned\P11_S3_rainy_WZ1_s0003\seg,aligned\P11_S3_rainy_WZ1_s0003\gaze.csv,train
P11_S3_rainy_WZ1_s0004,P11,S3_rainy,1,10,25,1765561137.88,1765561136.08,1765561142.88,62,67,aligned\P11_S3_rainy_WZ1_s0004\seg,aligned\P11_S3_rainy_WZ1_s0004\gaze.csv,train
P11_S3_rainy_WZ1_s0005,P11,S3_rainy,1,10,25,1765561138.08,1765561136.28,1765561143.08,62,68,aligned\P11_S3_rainy_WZ1_s0005\seg,aligned\P11_S3_rainy_WZ1_s0005\gaze.csv,train
P11_S3_rainy_WZ1_s0006,P11,S3_rainy,1,10,25,1765561138.28,1765561136.48,1765561143.28,62,68,aligned\P11_S3_rainy_WZ1_s0006\seg,aligned\P11_S3_rainy_WZ1_s0006\gaze.csv,train
P11_S3_rainy_WZ1_s0007,P11,S3_rainy,1,10,25,1765561138.48,1765561136.68,1765561143.48,62,68,aligned\P11_S3_rainy_WZ1_s0007\seg,aligned\P11_S3_rainy_WZ1_s0007\gaze.csv,train
P11_S3_rainy_WZ1_s0008,P11,S3_rainy,1,10,25,1765561138.68,1765561136.88,1765561143.68,63,68,aligned\P11_S3_rainy_WZ1_s0008\seg,aligned\P11_S3_rainy_WZ1_s0008\gaze.csv,train
P11_S3_rainy_WZ1_s0009,P11,S3_rainy,1,10,25,1765561138.88,1765561137.08,1765561143.88,63,68,aligned\P11_S3_rainy_WZ1_s0009\seg,aligned\P11_S3_rainy_WZ1_s0009\gaze.csv,train
P11_S3_rainy_WZ1_s0010,P11,S3_rainy,1,10,25,1765561139.08,1765561137.28,1765561144.08,62,69,aligned\P11_S3_rainy_WZ1_s0010\seg,aligned\P11_S3_rainy_WZ1_s0010\gaze.csv,train
P11_S3_rainy_WZ1_s0011,P11,S3_rainy,1,10,25,1765561139.28,1765561137.48,1765561144.28,62,68,aligned\P11_S3_rainy_WZ1_s0011\seg,aligned\P11_S3_rainy_WZ1_s0011\gaze.csv,train
P11_S4_curve_WZ1_s0000,P11,S4_curve,1,10,25,1765559840.524,1765559838.724,1765559845.524,59,68,aligned\P11_S4_curve_WZ1_s0000\seg,aligned\P11_S4_curve_WZ1_s0000\gaze.csv,train
P11_S4_curve_WZ1_s0001,P11,S4_curve,1,10,25,1765559840.724,1765559838.924,1765559845.724,60,68,aligned\P11_S4_curve_WZ1_s0001\seg,aligned\P11_S4_curve_WZ1_s0001\gaze.csv,train
P11_S4_curve_WZ1_s0002,P11,S4_curve,1,10,25,1765559840.924,1765559839.124,1765559845.924,59,68,aligned\P11_S4_curve_WZ1_s0002\seg,aligned\P11_S4_curve_WZ1_s0002\gaze.csv,train
P11_S4_curve_WZ1_s0003,P11,S4_curve,1,10,25,1765559841.124,1765559839.324,1765559846.124,58,68,aligned\P11_S4_curve_WZ1_s0003\seg,aligned\P11_S4_curve_WZ1_s0003\gaze.csv,train
P11_S4_curve_WZ1_s0004,P11,S4_curve,1,10,25,1765559841.324,1765559839.524,1765559846.324,59,69,aligned\P11_S4_curve_WZ1_s0004\seg,aligned\P11_S4_curve_WZ1_s0004\gaze.csv,train
P11_S4_curve_WZ1_s0005,P11,S4_curve,1,10,25,1765559841.524,1765559839.724,1765559846.524,59,68,aligned\P11_S4_curve_WZ1_s0005\seg,aligned\P11_S4_curve_WZ1_s0005\gaze.csv,train
P11_S4_curve_WZ1_s0006,P11,S4_curve,1,10,25,1765559841.724,1765559839.924,1765559846.724,59,68,aligned\P11_S4_curve_WZ1_s0006\seg,aligned\P11_S4_curve_WZ1_s0006\gaze.csv,train
P11_S4_curve_WZ1_s0007,P11,S4_curve,1,10,25,1765559841.924,1765559840.124,1765559846.924,59,69,aligned\P11_S4_curve_WZ1_s0007\seg,aligned\P11_S4_curve_WZ1_s0007\gaze.csv,train
P11_S4_curve_WZ1_s0008,P11,S4_curve,1,10,25,1765559842.124,1765559840.324,1765559847.124,59,69,aligned\P11_S4_curve_WZ1_s0008\seg,aligned\P11_S4_curve_WZ1_s0008\gaze.csv,train
P11_S4_curve_WZ1_s0009,P11,S4_curve,1,10,25,1765559842.324,1765559840.524,1765559847.324,59,68,aligned\P11_S4_curve_WZ1_s0009\seg,aligned\P11_S4_curve_WZ1_s0009\gaze.csv,train
P11_S4_curve_WZ1_s0010,P11,S4_curve,1,10,25,1765559842.524,1765559840.724,1765559847.524,59,68,aligned\P11_S4_curve_WZ1_s0010\seg,aligned\P11_S4_curve_WZ1_s0010\gaze.csv,train
P11_S4_curve_WZ1_s0011,P11,S4_curve,1,10,25,1765559842.724,1765559840.924,1765559847.724,59,68,aligned\P11_S4_curve_WZ1_s0011\seg,aligned\P11_S4_curve_WZ1_s0011\gaze.csv,train
P11_S4_curve_WZ1_s0012,P11,S4_curve,1,10,25,1765559842.924,1765559841.124,1765559847.924,60,68,aligned\P11_S4_curve_WZ1_s0012\seg,aligned\P11_S4_curve_WZ1_s0012\gaze.csv,train
P11_S4_curve_WZ1_s0013,P11,S4_curve,1,10,25,1765559843.124,1765559841.324,1765559848.124,59,68,aligned\P11_S4_curve_WZ1_s0013\seg,aligned\P11_S4_curve_WZ1_s0013\gaze.csv,train
P11_S4_curve_WZ1_s0014,P11,S4_curve,1,10,25,1765559843.324,1765559841.524,1765559848.324,58,68,aligned\P11_S4_curve_WZ1_s0014\seg,aligned\P11_S4_curve_WZ1_s0014\gaze.csv,train
P11_S4_curve_WZ1_s0015,P11,S4_curve,1,10,25,1765559843.524,1765559841.724,1765559848.524,59,68,aligned\P11_S4_curve_WZ1_s0015\seg,aligned\P11_S4_curve_WZ1_s0015\gaze.csv,train
P11_S4_curve_WZ1_s0016,P11,S4_curve,1,10,25,1765559843.724,1765559841.924,1765559848.724,59,68,aligned\P11_S4_curve_WZ1_s0016\seg,aligned\P11_S4_curve_WZ1_s0016\gaze.csv,train
P11_S5_nighttime_WZ1_s0000,P11,S5_nighttime,1,10,25,1765561603.211,1765561601.411,1765561608.211,61,68,aligned\P11_S5_nighttime_WZ1_s0000\seg,aligned\P11_S5_nighttime_WZ1_s0000\gaze.csv,train
P11_S5_nighttime_WZ1_s0001,P11,S5_nighttime,1,10,25,1765561603.411,1765561601.611,1765561608.411,61,68,aligned\P11_S5_nighttime_WZ1_s0001\seg,aligned\P11_S5_nighttime_WZ1_s0001\gaze.csv,train
P11_S5_nighttime_WZ1_s0002,P11,S5_nighttime,1,10,25,1765561603.611,1765561601.811,1765561608.611,61,69,aligned\P11_S5_nighttime_WZ1_s0002\seg,aligned\P11_S5_nighttime_WZ1_s0002\gaze.csv,train
P11_S5_nighttime_WZ1_s0003,P11,S5_nighttime,1,10,25,1765561603.811,1765561602.011,1765561608.811,61,68,aligned\P11_S5_nighttime_WZ1_s0003\seg,aligned\P11_S5_nighttime_WZ1_s0003\gaze.csv,train
P11_S5_nighttime_WZ1_s0004,P11,S5_nighttime,1,10,25,1765561604.011,1765561602.211,1765561609.011,61,68,aligned\P11_S5_nighttime_WZ1_s0004\seg,aligned\P11_S5_nighttime_WZ1_s0004\gaze.csv,train
P11_S5_nighttime_WZ1_s0005,P11,S5_nighttime,1,10,25,1765561604.211,1765561602.411,1765561609.211,61,68,aligned\P11_S5_nighttime_WZ1_s0005\seg,aligned\P11_S5_nighttime_WZ1_s0005\gaze.csv,train
P11_S5_nighttime_WZ1_s0006,P11,S5_nighttime,1,10,25,1765561604.411,1765561602.611,1765561609.411,60,68,aligned\P11_S5_nighttime_WZ1_s0006\seg,aligned\P11_S5_nighttime_WZ1_s0006\gaze.csv,train
P11_S5_nighttime_WZ1_s0007,P11,S5_nighttime,1,10,25,1765561604.611,1765561602.811,1765561609.611,59,68,aligned\P11_S5_nighttime_WZ1_s0007\seg,aligned\P11_S5_nighttime_WZ1_s0007\gaze.csv,train
P11_S5_nighttime_WZ1_s0008,P11,S5_nighttime,1,10,25,1765561604.811,1765561603.011,1765561609.811,59,68,aligned\P11_S5_nighttime_WZ1_s0008\seg,aligned\P11_S5_nighttime_WZ1_s0008\gaze.csv,train
P11_S5_nighttime_WZ1_s0009,P11,S5_nighttime,1,10,25,1765561605.011,1765561603.211,1765561610.011,60,68,aligned\P11_S5_nighttime_WZ1_s0009\seg,aligned\P11_S5_nighttime_WZ1_s0009\gaze.csv,train
P11_S5_nighttime_WZ1_s0010,P11,S5_nighttime,1,10,25,1765561605.211,1765561603.411,1765561610.211,60,68,aligned\P11_S5_nighttime_WZ1_s0010\seg,aligned\P11_S5_nighttime_WZ1_s0010\gaze.csv,train
P11_S5_nighttime_WZ1_s0011,P11,S5_nighttime,1,10,25,1765561605.411,1765561603.611,1765561610.411,60,68,aligned\P11_S5_nighttime_WZ1_s0011\seg,aligned\P11_S5_nighttime_WZ1_s0011\gaze.csv,train
P11_S5_nighttime_WZ1_s0012,P11,S5_nighttime,1,10,25,1765561605.611,1765561603.811,1765561610.611,60,68,aligned\P11_S5_nighttime_WZ1_s0012\seg,aligned\P11_S5_nighttime_WZ1_s0012\gaze.csv,train
P11_S5_nighttime_WZ1_s0013,P11,S5_nighttime,1,10,25,1765561605.811,1765561604.011,1765561610.811,60,68,aligned\P11_S5_nighttime_WZ1_s0013\seg,aligned\P11_S5_nighttime_WZ1_s0013\gaze.csv,train
P11_S5_nighttime_WZ1_s0014,P11,S5_nighttime,1,10,25,1765561606.011,1765561604.211,1765561611.011,60,68,aligned\P11_S5_nighttime_WZ1_s0014\seg,aligned\P11_S5_nighttime_WZ1_s0014\gaze.csv,train
P11_S5_nighttime_WZ1_s0015,P11,S5_nighttime,1,10,25,1765561606.211,1765561604.411,1765561611.211,60,68,aligned\P11_S5_nighttime_WZ1_s0015\seg,aligned\P11_S5_nighttime_WZ1_s0015\gaze.csv,train
P11_S5_nighttime_WZ1_s0016,P11,S5_nighttime,1,10,25,1765561606.411,1765561604.611,1765561611.411,60,68,aligned\P11_S5_nighttime_WZ1_s0016\seg,aligned\P11_S5_nighttime_WZ1_s0016\gaze.csv,train
P11_S6_truck_WZ1_s0000,P11,S6_truck,1,10,25,1765562002.89,1765562001.09,1765562007.89,65,68,aligned\P11_S6_truck_WZ1_s0000\seg,aligned\P11_S6_truck_WZ1_s0000\gaze.csv,train
P11_S6_truck_WZ1_s0001,P11,S6_truck,1,10,25,1765562003.09,1765562001.29,1765562008.09,65,68,aligned\P11_S6_truck_WZ1_s0001\seg,aligned\P11_S6_truck_WZ1_s0001\gaze.csv,train
P11_S6_truck_WZ1_s0002,P11,S6_truck,1,10,25,1765562003.29,1765562001.49,1765562008.29,64,68,aligned\P11_S6_truck_WZ1_s0002\seg,aligned\P11_S6_truck_WZ1_s0002\gaze.csv,train
P11_S6_truck_WZ1_s0003,P11,S6_truck,1,10,25,1765562003.49,1765562001.69,1765562008.49,64,68,aligned\P11_S6_truck_WZ1_s0003\seg,aligned\P11_S6_truck_WZ1_s0003\gaze.csv,train
P11_S6_truck_WZ1_s0004,P11,S6_truck,1,10,25,1765562003.69,1765562001.89,1765562008.69,64,69,aligned\P11_S6_truck_WZ1_s0004\seg,aligned\P11_S6_truck_WZ1_s0004\gaze.csv,train
P11_S6_truck_WZ1_s0005,P11,S6_truck,1,10,25,1765562003.89,1765562002.09,1765562008.89,64,67,aligned\P11_S6_truck_WZ1_s0005\seg,aligned\P11_S6_truck_WZ1_s0005\gaze.csv,train
P11_S6_truck_WZ1_s0006,P11,S6_truck,1,10,25,1765562004.09,1765562002.29,1765562009.09,63,68,aligned\P11_S6_truck_WZ1_s0006\seg,aligned\P11_S6_truck_WZ1_s0006\gaze.csv,train
P11_S6_truck_WZ1_s0007,P11,S6_truck,1,10,25,1765562004.29,1765562002.49,1765562009.29,65,68,aligned\P11_S6_truck_WZ1_s0007\seg,aligned\P11_S6_truck_WZ1_s0007\gaze.csv,train
P11_S6_truck_WZ1_s0008,P11,S6_truck,1,10,25,1765562004.49,1765562002.69,1765562009.49,63,68,aligned\P11_S6_truck_WZ1_s0008\seg,aligned\P11_S6_truck_WZ1_s0008\gaze.csv,train
P11_S6_truck_WZ1_s0009,P11,S6_truck,1,10,25,1765562004.69,1765562002.89,1765562009.69,63,68,aligned\P11_S6_truck_WZ1_s0009\seg,aligned\P11_S6_truck_WZ1_s0009\gaze.csv,train
P11_S6_truck_WZ1_s0010,P11,S6_truck,1,10,25,1765562004.89,1765562003.09,1765562009.89,63,68,aligned\P11_S6_truck_WZ1_s0010\seg,aligned\P11_S6_truck_WZ1_s0010\gaze.csv,train
P11_S6_truck_WZ1_s0011,P11,S6_truck,1,10,25,1765562005.09,1765562003.29,1765562010.09,64,68,aligned\P11_S6_truck_WZ1_s0011\seg,aligned\P11_S6_truck_WZ1_s0011\gaze.csv,train
P11_S6_truck_WZ1_s0012,P11,S6_truck,1,10,25,1765562005.29,1765562003.49,1765562010.29,63,69,aligned\P11_S6_truck_WZ1_s0012\seg,aligned\P11_S6_truck_WZ1_s0012\gaze.csv,train
P11_S6_truck_WZ1_s0013,P11,S6_truck,1,10,25,1765562005.49,1765562003.69,1765562010.49,64,68,aligned\P11_S6_truck_WZ1_s0013\seg,aligned\P11_S6_truck_WZ1_s0013\gaze.csv,train
P11_S6_truck_WZ1_s0014,P11,S6_truck,1,10,25,1765562005.69,1765562003.89,1765562010.69,63,67,aligned\P11_S6_truck_WZ1_s0014\seg,aligned\P11_S6_truck_WZ1_s0014\gaze.csv,train
P11_S6_truck_WZ1_s0015,P11,S6_truck,1,10,25,1765562005.89,1765562004.09,1765562010.89,63,68,aligned\P11_S6_truck_WZ1_s0015\seg,aligned\P11_S6_truck_WZ1_s0015\gaze.csv,train
P11_S6_truck_WZ1_s0016,P11,S6_truck,1,10,25,1765562006.09,1765562004.29,1765562011.09,63,69,aligned\P11_S6_truck_WZ1_s0016\seg,aligned\P11_S6_truck_WZ1_s0016\gaze.csv,train
P12_S1_normal_WZ1_s0000,P12,S1_normal,1,10,25,1765816555.242,1765816553.442,1765816560.242,60,68,aligned\P12_S1_normal_WZ1_s0000\seg,aligned\P12_S1_normal_WZ1_s0000\gaze.csv,test
P12_S1_normal_WZ1_s0001,P12,S1_normal,1,10,25,1765816555.442,1765816553.642,1765816560.442,58,69,aligned\P12_S1_normal_WZ1_s0001\seg,aligned\P12_S1_normal_WZ1_s0001\gaze.csv,test
P12_S1_normal_WZ1_s0002,P12,S1_normal,1,10,25,1765816555.642,1765816553.842,1765816560.642,59,68,aligned\P12_S1_normal_WZ1_s0002\seg,aligned\P12_S1_normal_WZ1_s0002\gaze.csv,test
P12_S1_normal_WZ1_s0003,P12,S1_normal,1,10,25,1765816555.842,1765816554.042,1765816560.842,59,67,aligned\P12_S1_normal_WZ1_s0003\seg,aligned\P12_S1_normal_WZ1_s0003\gaze.csv,test
P12_S1_normal_WZ1_s0004,P12,S1_normal,1,10,25,1765816556.042,1765816554.242,1765816561.042,60,68,aligned\P12_S1_normal_WZ1_s0004\seg,aligned\P12_S1_normal_WZ1_s0004\gaze.csv,test
P12_S1_normal_WZ1_s0005,P12,S1_normal,1,10,25,1765816556.242,1765816554.442,1765816561.242,61,68,aligned\P12_S1_normal_WZ1_s0005\seg,aligned\P12_S1_normal_WZ1_s0005\gaze.csv,test
P12_S1_normal_WZ1_s0006,P12,S1_normal,1,10,25,1765816556.442,1765816554.642,1765816561.442,60,68,aligned\P12_S1_normal_WZ1_s0006\seg,aligned\P12_S1_normal_WZ1_s0006\gaze.csv,test
P12_S1_normal_WZ1_s0007,P12,S1_normal,1,10,25,1765816556.642,1765816554.842,1765816561.642,59,69,aligned\P12_S1_normal_WZ1_s0007\seg,aligned\P12_S1_normal_WZ1_s0007\gaze.csv,test
P12_S1_normal_WZ1_s0008,P12,S1_normal,1,10,25,1765816556.842,1765816555.042,1765816561.842,59,67,aligned\P12_S1_normal_WZ1_s0008\seg,aligned\P12_S1_normal_WZ1_s0008\gaze.csv,test
